Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified,Area,Post92
10007843,"St Mary's University, Twickenham",1630,D,30,History, ,,,Impact,4,0,0,100,0,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,30,History, ,,,Environment,4,0,10,40,50,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,30,History, ,,,Overall,4,12,22,46,16,4,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,32,Philosophy, ,,,Outputs,4.8,0,6.7,26.6,66.7,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,32,Philosophy, ,,,Impact,4.8,20,20,20,40,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,32,Philosophy, ,,,Environment,4.8,0,10,50,40,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,32,Philosophy, ,,,Overall,4.8,4,10,29,57,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,33,Theology and Religious Studies, ,,,Outputs,4.8,8.3,33.4,37.5,20.8,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,33,Theology and Religious Studies, ,,,Impact,4.8,20,20,60,0,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,33,Theology and Religious Studies, ,,,Environment,4.8,0,0,30,70,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,33,Theology and Religious Studies, ,,,Overall,4.8,9,26,41,24,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,4.7,16.7,43.3,36.7,0,3.3,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Impact,4.7,0,20,40,0,40,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Environment,4.7,0,30,30,40,0,LOND,TRUE
10007843,"St Mary's University, Twickenham",1630,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,4.7,11,37,36,6,10,LOND,TRUE
10007156,University of Salford,1640,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,42.1,8.1,45.1,41,3.5,2.3,NWES,FALSE
10007156,University of Salford,1640,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Impact,42.1,8,58,34,0,0,NWES,FALSE
10007156,University of Salford,1640,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Environment,42.1,0,87.5,12.5,0,0,NWES,FALSE
10007156,University of Salford,1640,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,42.1,7,54,35,3,1,NWES,FALSE
10007156,University of Salford,1640,A,5,Biological Sciences, ,,,Outputs,24.2,7.1,37.8,51,1,3.1,NWES,FALSE
10007156,University of Salford,1640,A,5,Biological Sciences, ,,,Impact,24.2,0,53.3,46.7,0,0,NWES,FALSE
10007156,University of Salford,1640,A,5,Biological Sciences, ,,,Environment,24.2,0,37.5,50,12.5,0,NWES,FALSE
10007156,University of Salford,1640,A,5,Biological Sciences, ,,,Overall,24.2,5,40,50,3,2,NWES,FALSE
10007156,University of Salford,1640,B,11,Computer Science and Informatics, ,,,Outputs,13,2,28.6,53.1,14.3,2,NWES,FALSE
10007156,University of Salford,1640,B,11,Computer Science and Informatics, ,,,Impact,13,0,90,10,0,0,NWES,FALSE
10007156,University of Salford,1640,B,11,Computer Science and Informatics, ,,,Environment,13,0,40,60,0,0,NWES,FALSE
10007156,University of Salford,1640,B,11,Computer Science and Informatics, ,,,Overall,13,1,43,45,10,1,NWES,FALSE
10007156,University of Salford,1640,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,15.55,12.3,67.2,17.8,2.7,0,NWES,FALSE
10007156,University of Salford,1640,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Impact,15.55,0,13.3,46.7,26.7,13.3,NWES,FALSE
10007156,University of Salford,1640,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Environment,15.55,0,15,65,20,0,NWES,FALSE
10007156,University of Salford,1640,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,15.55,8,49,30,10,3,NWES,FALSE
10007156,University of Salford,1640,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,48.8,9.3,38.4,41.4,9.9,1,NWES,FALSE
10007156,University of Salford,1640,C,16,"Architecture, Built Environment and Planning", ,,,Impact,48.8,13.3,73.4,13.3,0,0,NWES,FALSE
10007156,University of Salford,1640,C,16,"Architecture, Built Environment and Planning", ,,,Environment,48.8,50,37.5,12.5,0,0,NWES,FALSE
10007156,University of Salford,1640,C,16,"Architecture, Built Environment and Planning", ,,,Overall,48.8,16,45,32,6,1,NWES,FALSE
10007156,University of Salford,1640,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,12.2,4.8,35.7,47.6,11.9,0,NWES,FALSE
10007156,University of Salford,1640,C,17,"Geography, Environmental Studies and Archaeology", ,,,Impact,12.2,20,20,60,0,0,NWES,FALSE
10007156,University of Salford,1640,C,17,"Geography, Environmental Studies and Archaeology", ,,,Environment,12.2,0,12.5,75,12.5,0,NWES,FALSE
10007156,University of Salford,1640,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,12.2,7,29,54,10,0,NWES,FALSE
10007156,University of Salford,1640,C,19,Business and Management Studies, ,,,Outputs,17,5.6,36.1,54.1,2.8,1.4,NWES,FALSE
10007156,University of Salford,1640,C,19,Business and Management Studies, ,,,Impact,17,40,46.7,13.3,0,0,NWES,FALSE
10007156,University of Salford,1640,C,19,Business and Management Studies, ,,,Environment,17,0,87.5,12.5,0,0,NWES,FALSE
10007156,University of Salford,1640,C,19,Business and Management Studies, ,,,Overall,17,12,46,39,2,1,NWES,FALSE
10007156,University of Salford,1640,C,22,Social Work and Social Policy, ,,,Outputs,9.5,5.1,46.2,41,7.7,0,NWES,FALSE
10007156,University of Salford,1640,C,22,Social Work and Social Policy, ,,,Impact,9.5,50,50,0,0,0,NWES,FALSE
10007156,University of Salford,1640,C,22,Social Work and Social Policy, ,,,Environment,9.5,0,25,75,0,0,NWES,FALSE
10007156,University of Salford,1640,C,22,Social Work and Social Policy, ,,,Overall,9.5,13,44,38,5,0,NWES,FALSE
10007156,University of Salford,1640,D,28,Modern Languages and Linguistics, ,,,Outputs,10.6,2.6,31.6,42.1,18.4,5.3,NWES,FALSE
10007156,University of Salford,1640,D,28,Modern Languages and Linguistics, ,,,Impact,10.6,0,0,80,20,0,NWES,FALSE
10007156,University of Salford,1640,D,28,Modern Languages and Linguistics, ,,,Environment,10.6,0,30,50,20,0,NWES,FALSE
10007156,University of Salford,1640,D,28,Modern Languages and Linguistics, ,,,Overall,10.6,2,25,51,19,3,NWES,FALSE
10007156,University of Salford,1640,D,29,English Language and Literature, ,,,Outputs,11.2,19.6,28.2,39.2,8.7,4.3,NWES,FALSE
10007156,University of Salford,1640,D,29,English Language and Literature, ,,,Impact,11.2,0,40,60,0,0,NWES,FALSE
10007156,University of Salford,1640,D,29,English Language and Literature, ,,,Environment,11.2,0,40,50,10,0,NWES,FALSE
10007156,University of Salford,1640,D,29,English Language and Literature, ,,,Overall,11.2,13,32,45,7,3,NWES,FALSE
10007156,University of Salford,1640,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,9.6,5.9,38.2,35.3,17.7,2.9,NWES,FALSE
10007156,University of Salford,1640,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,9.6,40,40,20,0,0,NWES,FALSE
10007156,University of Salford,1640,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,9.6,0,90,10,0,0,NWES,FALSE
10007156,University of Salford,1640,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,9.6,12,46,29,11,2,NWES,FALSE
10007156,University of Salford,1640,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,11.8,11.4,29.5,31.8,20.5,6.8,NWES,FALSE
10007156,University of Salford,1640,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,11.8,0,0,100,0,0,NWES,FALSE
10007156,University of Salford,1640,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,11.8,20,70,10,0,0,NWES,FALSE
10007156,University of Salford,1640,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,11.8,10,30,42,14,4,NWES,FALSE
10007156,University of Salford,1640,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,16.8,25,30.9,26.5,13.2,4.4,NWES,FALSE
10007156,University of Salford,1640,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Impact,16.8,13.3,50,36.7,0,0,NWES,FALSE
10007156,University of Salford,1640,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Environment,16.8,40,50,10,0,0,NWES,FALSE
10007156,University of Salford,1640,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,16.8,25,37,27,8,3,NWES,FALSE
10007157,University of Sheffield,1660,A,1,Clinical Medicine, ,,,Outputs,63.95,20.8,63.4,15.4,0,0.4,YORH,FALSE
10007157,University of Sheffield,1660,A,1,Clinical Medicine, ,,,Impact,63.95,74.3,25.7,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,1,Clinical Medicine, ,,,Environment,63.95,0,75,25,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,1,Clinical Medicine, ,,,Overall,63.95,28,58,14,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,2,"Public Health, Health Services and Primary Care", ,,,Outputs,74.32,12.1,41.7,37.4,8.1,0.7,YORH,FALSE
10007157,University of Sheffield,1660,A,2,"Public Health, Health Services and Primary Care", ,,,Impact,74.32,95,5,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,2,"Public Health, Health Services and Primary Care", ,,,Environment,74.32,75,25,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,74.32,38,32,24,6,0,YORH,FALSE
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Dentistry,,Outputs,33.2,25,63.3,10.1,1.6,0,YORH,FALSE
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Dentistry,,Impact,33.2,20,80,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Dentistry,,Environment,33.2,62.5,37.5,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Dentistry,,Overall,33.2,30,62,7,1,0,YORH,FALSE
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Biomedical science,,Outputs,64.66,34.9,58.5,6.2,0.4,0,YORH,FALSE
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Biomedical science,,Impact,64.66,88.6,11.4,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Biomedical science,,Environment,64.66,100,0,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Biomedical science,,Overall,64.66,55,41,4,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,34.45,22,49.2,27.1,1.7,0,YORH,FALSE
10007157,University of Sheffield,1660,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Impact,34.45,60,40,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Environment,34.45,87.5,12.5,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,34.45,39,42,18,1,0,YORH,FALSE
10007157,University of Sheffield,1660,A,5,Biological Sciences, ,,,Outputs,44.9,37.7,50.3,11.4,0.6,0,YORH,FALSE
10007157,University of Sheffield,1660,A,5,Biological Sciences, ,,,Impact,44.9,52,48,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,5,Biological Sciences, ,,,Environment,44.9,87.5,12.5,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,A,5,Biological Sciences, ,,,Overall,44.9,48,44,8,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,23.9,20.9,52.4,25.5,1.2,0,YORH,FALSE
10007157,University of Sheffield,1660,B,7,Earth Systems and Environmental Sciences, ,,,Impact,23.9,26.7,60,13.3,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,7,Earth Systems and Environmental Sciences, ,,,Environment,23.9,0,100,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,7,Earth Systems and Environmental Sciences, ,,,Overall,23.9,19,61,19,1,0,YORH,FALSE
10007157,University of Sheffield,1660,B,8,Chemistry, ,,,Outputs,29.2,23.2,74.1,2.7,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,8,Chemistry, ,,,Impact,29.2,20,80,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,8,Chemistry, ,,,Environment,29.2,15,85,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,8,Chemistry, ,,,Overall,29.2,21,77,2,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,9,Physics, ,,,Outputs,30,23.6,70,5.5,0.9,0,YORH,FALSE
10007157,University of Sheffield,1660,B,9,Physics, ,,,Impact,30,10,60,30,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,9,Physics, ,,,Environment,30,40,60,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,9,Physics, ,,,Overall,30,23,67,9,1,0,YORH,FALSE
10007157,University of Sheffield,1660,B,10,Mathematical Sciences, ,,,Outputs,34,18,64.8,17.2,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,10,Mathematical Sciences, ,,,Impact,34,40,60,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,10,Mathematical Sciences, ,,,Environment,34,0,100,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,10,Mathematical Sciences, ,,,Overall,34,20,69,11,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,11,Computer Science and Informatics, ,,,Outputs,30.5,32.1,55.1,12.8,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,11,Computer Science and Informatics, ,,,Impact,30.5,70,30,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,11,Computer Science and Informatics, ,,,Environment,30.5,80,20,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,11,Computer Science and Informatics, ,,,Overall,30.5,47,45,8,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",A,Mechanical engineering and Advanced manufacturing,,Outputs,44.6,18.2,64.9,16.9,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",A,Mechanical engineering and Advanced manufacturing,,Impact,44.6,26,74,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",A,Mechanical engineering and Advanced manufacturing,,Environment,44.6,30,70,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",A,Mechanical engineering and Advanced manufacturing,,Overall,44.6,22,67,11,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",B,Chemical and Biological engineering,,Outputs,30,14.3,74.7,9.9,1.1,0,YORH,FALSE
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",B,Chemical and Biological engineering,,Impact,30,30,50,20,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",B,Chemical and Biological engineering,,Environment,30,15,85,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",B,Chemical and Biological engineering,,Overall,30,18,71,10,1,0,YORH,FALSE
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,Electronic and Electrical Engineering,,Outputs,34.8,13.9,81.2,4.9,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,Electronic and Electrical Engineering,,Impact,34.8,50,50,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,Electronic and Electrical Engineering,,Environment,34.8,40,60,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,Electronic and Electrical Engineering,,Overall,34.8,25,72,3,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,Materials Science and Engineering,,Outputs,34.8,25.8,68,6.2,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,Materials Science and Engineering,,Impact,34.8,0,80,20,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,Materials Science and Engineering,,Environment,34.8,40,60,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,Materials Science and Engineering,,Overall,34.8,23,69,8,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,14,Civil and Construction Engineering, ,,,Outputs,34.8,17.9,74.4,7.7,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,14,Civil and Construction Engineering, ,,,Impact,34.8,20,80,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,14,Civil and Construction Engineering, ,,,Environment,34.8,60,40,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,14,Civil and Construction Engineering, ,,,Overall,34.8,25,70,5,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,15,General Engineering, ,,,Outputs,21.8,40.9,57.6,1.5,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,15,General Engineering, ,,,Impact,21.8,36.7,50,13.3,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,15,General Engineering, ,,,Environment,21.8,65,35,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,B,15,General Engineering, ,,,Overall,21.8,44,52,4,0,0,YORH,FALSE
10007157,University of Sheffield,1660,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,34,34.5,42,21.8,1.7,0,YORH,FALSE
10007157,University of Sheffield,1660,C,16,"Architecture, Built Environment and Planning", ,,,Impact,34,70,30,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,C,16,"Architecture, Built Environment and Planning", ,,,Environment,34,75,25,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,C,16,"Architecture, Built Environment and Planning", ,,,Overall,34,48,37,14,1,0,YORH,FALSE
10007157,University of Sheffield,1660,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Outputs,17.6,18.3,41.7,31.7,8.3,0,YORH,FALSE
10007157,University of Sheffield,1660,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Impact,17.6,40,60,0,0,0,YORH,FALSE
10007157,University of Sheffield,1660,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Environment,17.6,37.5,50,12.5,0,0,YORH,FALSE
10007157,University of Sheffield,1660,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,17.6,26,46,23,5,0,YORH,FALSE
